instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions totalcoefs avgcoefs maxcoefs
katsuranh7 classical 26 random 152.99 0.28 0.19 0.07 151.92 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 21 random 152.98 0.27 0.19 0.07 151.92 39 1932 7 159 120 91582 2348.00 9390
cyclicn6 classical 7 random 66.80 1.46 0.88 0.66 63.88 54 1400 13 568 427 19861 367.00 817
katsuranh7 classical 27 random 153.01 0.27 0.19 0.07 151.94 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 22 random 152.89 0.27 0.18 0.07 151.84 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 28 random 154.37 0.27 0.19 0.07 153.30 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 23 random 154.18 0.27 0.18 0.07 153.12 39 1932 7 159 120 91582 2348.00 9390
noon7 classical 0 caboara-perry NA NA NA NA NA NA NA NA NA NA NA NA NA
katsuranh7 classical 29 random 152.83 0.28 0.19 0.07 151.76 39 1932 7 159 120 91582 2348.00 9390
econ4 classical 0 static 0.02 0.00 0.00 0.00 0.00 1 1 0 12 1 2 2.00 2
katsuran7 classical 24 random 155.61 0.27 0.19 0.08 154.53 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 25 random 152.31 0.26 0.18 0.07 151.26 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 26 random 152.57 0.26 0.18 0.07 151.53 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 27 random 152.51 0.26 0.18 0.07 151.47 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 28 random 153.07 0.26 0.18 0.07 152.03 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 29 random 152.27 0.27 0.18 0.07 151.22 39 1932 7 159 120 91582 2348.00 9390
cyclicn6 classical 8 random 1258.56 2.38 1.10 1.42 1248.28 58 1477 10 612 410 18017 310.00 664
cyclicn6 classical 9 random 38.67 0.96 0.58 0.37 36.65 46 1168 10 425 312 12769 277.00 674
katsuranh7 classical 0 static 152.91 0.00 0.00 0.07 152.15 39 1932 7 159 120 91582 2348.00 9390
cyclicn6 classical 10 random 200.78 2.42 1.39 0.81 154.77 26 661 28 579 414 54741 2105.00 2501
cyclicn6 classical 11 random 40.58 1.00 0.60 0.40 38.43 46 1168 10 425 312 12769 277.00 674
cyclicn6 classical 12 random 43.15 2.02 1.09 0.72 39.28 51 1309 13 520 377 28556 559.00 820
cyclicn6 classical 13 random 40.65 1.08 0.65 0.40 38.45 46 1168 10 425 312 12769 277.00 674
cyclicn6 classical 14 random 38.51 0.96 0.57 0.35 36.50 46 1168 10 425 312 12769 277.00 674
cyclicn6 classical 15 random 48.41 1.67 0.94 0.79 45.18 57 1450 10 620 452 14278 250.00 671
cyclicn6 classical 16 random 38.45 0.96 0.57 0.35 36.45 46 1168 10 425 312 12769 277.00 674
cyclicn6 classical 17 random 38.56 0.97 0.59 0.36 36.53 46 1168 10 425 312 12769 277.00 674
katsuranh7 classical 0 caboara-perry 460.84 4.48 1.32 0.42 454.99 43 2194 7 178 135 128882 2997.00 8498
cyclicn6 classical 18 random 38.73 1.12 0.73 0.36 36.53 46 1168 10 425 312 12769 277.00 674
cyclicn6 classical 19 random 81.12 1.43 0.83 0.65 76.43 44 1149 15 558 412 34128 775.00 1249
katsuranh7 classical 0 perturbation 157.72 0.54 0.43 0.07 156.37 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 1 perturbation 157.74 0.57 0.46 0.08 156.35 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 2 perturbation 153.07 0.51 0.42 0.07 151.77 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 3 perturbation 153.32 0.50 0.41 0.07 152.03 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 4 perturbation 154.16 0.51 0.42 0.07 152.85 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 5 perturbation 159.42 0.56 0.46 0.08 158.03 39 1932 7 159 120 91582 2348.00 9390
cyclicnh7 classical 0 static NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 0 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 0 caboara-perry 233.79 12.99 1.48 0.96 218.91 113 29505 13 429 316 7173 63.00 122
cyclicnh7 classical 0 perturbation 110.97 4.49 2.08 0.47 105.24 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 1 perturbation 111.34 4.42 2.02 0.45 105.69 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 2 perturbation 112.98 4.73 2.13 0.48 106.98 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 3 perturbation 110.28 4.43 1.98 0.46 104.62 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 4 perturbation 108.44 4.32 1.97 0.44 102.90 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 5 perturbation 109.39 4.33 1.95 0.46 103.81 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 6 perturbation 108.85 4.63 2.16 0.45 102.98 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 7 perturbation 106.52 4.32 1.92 0.42 100.98 121 28595 12 465 342 3430 28.00 105
noon7 classical 0 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 8 perturbation 108.82 4.45 2.01 0.44 103.13 121 28595 12 465 342 3430 28.00 105
noon7 classical 9 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 9 perturbation 109.30 4.31 1.92 0.43 103.75 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 10 perturbation 109.94 4.42 1.98 0.44 104.25 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 11 perturbation 109.76 4.68 2.12 0.45 103.83 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 12 perturbation 109.94 4.21 1.86 0.44 104.48 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 13 perturbation 107.79 4.36 1.95 0.43 102.21 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 14 perturbation 106.76 4.25 1.91 0.43 101.29 121 28595 12 465 342 3430 28.00 105
butcher8 classical 0 caboara-perry NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 15 perturbation 111.08 4.51 2.00 0.43 105.32 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 16 perturbation 109.81 4.47 2.01 0.44 104.10 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 17 perturbation 109.84 4.35 1.97 0.43 104.24 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 18 perturbation 112.35 4.49 2.04 0.48 106.56 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 19 perturbation 110.74 4.54 2.04 0.45 104.93 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 20 perturbation 110.78 4.37 1.93 0.46 105.12 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 21 perturbation 109.67 4.37 1.98 0.43 104.03 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 22 perturbation 109.59 4.68 2.18 0.44 103.63 121 28595 12 465 342 3430 28.00 105
cyclicn6 classical 20 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn6 classical 21 random 40.36 1.01 0.61 0.38 38.23 46 1168 10 425 312 12769 277.00 674
cyclicn6 classical 22 random 38.18 1.10 0.54 0.35 36.04 46 1168 10 425 312 12769 277.00 674
cyclicnh7 classical 23 perturbation 114.50 4.52 1.99 0.47 108.67 121 28595 12 465 342 3430 28.00 105
cyclicn6 classical 23 random 55.62 1.63 0.93 0.77 50.78 45 1176 15 590 438 35306 784.00 1310
cyclicnh7 classical 24 perturbation 112.50 4.46 1.96 0.46 106.74 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 25 perturbation 110.10 4.31 1.95 0.44 104.53 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 26 perturbation 113.68 4.59 2.06 0.46 107.80 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 27 perturbation 111.44 4.34 1.94 0.45 105.83 121 28595 12 465 342 3430 28.00 105
cyclicnh7 classical 28 perturbation 112.01 4.44 2.01 0.47 106.30 121 28595 12 465 342 3430 28.00 105
cyclicn6 classical 24 random 562.41 3.48 1.66 1.70 540.21 51 1338 14 702 478 33105 649.00 1135
cyclicn6 classical 25 random 37.10 0.91 0.54 0.34 35.17 46 1168 10 425 312 12769 277.00 674
cyclicn6 classical 26 random 39.45 0.97 0.57 0.35 37.40 46 1168 10 425 312 12769 277.00 674
cyclicnh7 classical 29 perturbation 112.02 4.23 1.92 0.45 106.50 121 28595 12 465 342 3430 28.00 105
cyclicn6 classical 27 random 37.28 0.99 0.59 0.35 35.27 46 1168 10 425 312 12769 277.00 674
cyclicn6 classical 28 random 37.46 1.10 0.71 0.33 35.35 46 1168 10 425 312 12769 277.00 674
cyclicn6 classical 29 random 38.44 0.95 0.57 0.36 36.41 46 1168 10 425 312 12769 277.00 674
cyclicn7 classical 1 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh6 classical 0 static 40.97 0.00 0.00 0.35 40.26 113 3948 22 454 341 33081 292.00 665
cyclicnh6 classical 0 caboara-perry 5.10 1.04 0.57 0.13 3.82 48 2587 14 153 105 1719 35.00 73
cyclicnh6 classical 0 perturbation 1.78 0.53 0.44 0.04 1.15 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 1 perturbation 1.61 0.54 0.46 0.04 0.97 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 2 perturbation 1.53 0.46 0.39 0.03 0.98 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 3 perturbation 1.77 0.58 0.49 0.04 1.09 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 4 perturbation 1.44 0.47 0.40 0.03 0.89 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 5 perturbation 1.68 0.49 0.42 0.04 1.09 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 6 perturbation 1.81 0.55 0.47 0.04 1.15 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 7 perturbation 1.51 0.50 0.42 0.04 0.92 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 8 perturbation 1.53 0.49 0.41 0.04 0.95 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 9 perturbation 1.46 0.45 0.39 0.03 0.93 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 10 perturbation 1.50 0.46 0.40 0.04 0.95 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 11 perturbation 1.42 0.45 0.39 0.03 0.89 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 12 perturbation 1.48 0.46 0.40 0.04 0.93 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 13 perturbation 1.45 0.46 0.40 0.03 0.90 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 14 perturbation 1.42 0.45 0.39 0.03 0.88 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 15 perturbation 1.50 0.45 0.39 0.04 0.96 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 16 perturbation 1.85 0.56 0.48 0.04 1.18 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 17 perturbation 1.59 0.54 0.47 0.04 0.95 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 18 perturbation 1.43 0.45 0.39 0.03 0.89 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 19 perturbation 1.44 0.46 0.40 0.03 0.90 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 20 perturbation 1.49 0.45 0.39 0.04 0.95 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 21 perturbation 1.44 0.45 0.39 0.03 0.90 34 1540 9 101 66 229 6.00 18
cyclicnh6 classical 22 perturbation 1.45 0.45 0.39 0.03 0.92 34 1540 9 101 66 229 6.00 18
noon7 classical 1 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 0 random 1228.31 9.47 2.00 1.99 1212.91 155 39971 17 920 669 27946 180.00 517
noon7 classical 10 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 0 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 2 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 2 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 1 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 11 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 2 random 697.83 4.20 1.19 1.01 690.85 159 35407 16 690 510 26390 165.00 461
butcher8 classical 1 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 3 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 3 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 12 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 3 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 2 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 4 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 4 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 13 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 4 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 3 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 5 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 5 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 14 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 5 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 4 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 6 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 6 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 15 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 6 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 5 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 7 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 7 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 16 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 7 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 6 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 8 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 8 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 17 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 8 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 7 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 9 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 18 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 9 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 8 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 10 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 19 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 10 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 9 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 11 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 20 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 11 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 10 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 12 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 21 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 12 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 13 random 152.26 3.04 0.95 0.61 147.27 115 26689 12 486 344 5283 45.00 110
cyclicnh7 classical 14 random 133.50 1.88 0.62 0.37 130.10 110 27828 14 443 320 6671 60.00 149
cyclicnh7 classical 15 random 717.42 6.17 1.58 1.44 707.38 144 36761 15 725 525 22422 155.00 362
butcher8 classical 11 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 13 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 22 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 16 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 14 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 12 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 23 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 17 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 18 random 136.59 1.64 0.57 0.38 133.39 112 28002 13 440 317 3727 33.00 89
cyclicn7 classical 15 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 13 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 19 random 987.04 4.99 1.35 0.90 978.66 178 51564 18 769 577 30552 171.00 529
noon7 classical 24 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 20 random 2655.56 5.94 1.43 1.32 2645.56 181 37897 20 828 615 46659 257.00 868
cyclicn7 classical 16 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 14 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 25 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 21 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 17 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 15 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 26 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 22 random 3566.82 7.46 1.50 1.08 3555.02 189 51163 16 823 618 52305 276.00 678
cyclicn7 classical 18 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 16 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 27 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 23 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 19 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 24 random 995.50 3.79 1.26 1.04 988.39 161 36128 16 706 519 30792 191.00 555
butcher8 classical 17 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 28 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 20 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 25 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 26 random 579.01 3.17 0.89 0.77 573.10 155 36443 15 649 478 22987 148.00 420
noon7 classical 29 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 18 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 21 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 27 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 0 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 19 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 22 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 28 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 1 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 20 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 23 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicnh7 classical 29 random NA NA NA NA NA NA NA NA NA NA NA NA NA
katsuran7 classical 0 static 146.48 0.00 0.00 0.07 145.76 39 1932 7 159 120 91582 2348.00 9390
noon7 classical 2 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 21 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 24 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
katsuran7 classical 0 caboara-perry NA NA NA NA NA NA NA NA NA NA NA NA NA
katsuran7 classical 0 perturbation 149.00 0.46 0.38 0.07 147.76 39 1932 7 159 120 91582 2348.00 9390
noon7 classical 3 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 22 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 25 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 4 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 23 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 26 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 5 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 24 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 27 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 6 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 25 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 28 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 7 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 26 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 29 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 8 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 27 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 0 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 9 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 28 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 1 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 10 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 29 perturbation NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 2 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 11 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 0 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 3 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 12 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 1 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 4 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 13 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 2 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 5 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 14 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 3 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 6 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 15 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 4 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 7 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 16 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 5 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 8 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 17 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 6 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 9 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 18 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 7 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 10 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 19 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 8 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 11 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 20 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 9 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 12 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 21 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 13 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 10 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 22 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 14 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 11 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 23 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 15 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 12 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 24 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 16 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 13 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 25 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 17 random NA NA NA NA NA NA NA NA NA NA NA NA NA
butcher8 classical 14 random NA NA NA NA NA NA NA NA NA NA NA NA NA
noon7 classical 26 random NA NA NA NA NA NA NA NA NA NA NA NA NA
cyclicn7 classical 18 random NA NA NA NA NA NA NA NA NA NA NA NA NA
