instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
cyclicn4 F4 8 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 9 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 10 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 11 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 12 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 13 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 14 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh5 F4 7 random 0.15 0.04 0.03 0.02 0.06 38 538 13 350 89
cyclicn4 F4 15 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 16 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 17 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 18 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 19 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 20 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 21 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 22 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 23 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 24 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 25 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 26 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 27 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
