Compiling ./dynamicgb.pyx...
instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
katsuranh3 F4 24 perturbation 0.03 0.02 0.01 0.00 0.00 4 16 3 12 1
czapor87_1h classical 28 perturbation 0.13 0.06 0.04 0.01 0.05 12 156 5 30 18
econ3 classical 28 perturbation 0.02 0.01 0.01 0.00 0.00 3 9 2 3 0
katsuran3 classical 18 random 0.03 0.02 0.01 0.00 0.00 4 16 3 5 1
czapor87_2h classical 8 perturbation 0.11 0.04 0.03 0.01 0.05 12 180 5 30 18
bench2 classical 23 perturbation 54.55 3.23 1.68 28.32 22.43 50 643 3 1803 1587
assur44 classical 26 random 722.32 13.39 3.95 140.21 565.59 49 2479 8 3506 2912
econh3 classical 5 perturbation 0.03 0.02 0.01 0.00 0.00 4 11 4 5 1
redcyc6 F4 25 perturbation 2.21 0.14 0.08 0.48 1.41 21 493 6 1979 328
liu classical 8 random 0.14 0.06 0.03 0.01 0.05 16 148 9 46 30
bench2h classical 19 random 121.84 2.41 0.98 4.74 113.91 257 5379 10 2281 2024
sym33 classical 0 random 0.06 0.03 0.01 0.00 0.02 10 85 10 18 8
econh2 F4 3 random 0.01 0.00 0.00 0.00 0.00 2 4 2 0 0
sparsesym5h classical 5 perturbation 0.05 0.03 0.02 0.00 0.00 6 16 18 16 10
hfe_segers F4 3 perturbation 0.50 0.05 0.03 0.29 0.11 41 192 3 1027 507
binomial_8_4_8_9 F4 25 random 0.07 0.04 0.02 0.01 0.01 9 18 7 116 44
f744 F4 9 perturbation 8.34 0.09 0.05 3.86 3.96 87 3932 4 3892 819
r5_2_2_h F4 27 perturbation 0.10 0.02 0.02 0.02 0.03 21 160 6 231 99
katsuran2 F4 26 perturbation 0.01 0.00 0.00 0.00 0.00 2 5 2 0 0
issac97 F4 6 perturbation 0.09 0.02 0.01 0.01 0.05 12 180 5 176 40
rose classical 12 random 0.08 0.01 0.01 0.00 0.05 10 263 20 25 13
schieleh F4 17 random 0.01 0.00 0.00 0.00 0.00 2 6 2 0 0
r6_2_2_h F4 28 perturbation 0.26 0.03 0.02 0.08 0.11 39 498 7 510 236
el44 F4 16 random 632.46 1.65 0.26 48.25 577.36 10 61 4 88908 1280
r5_2_2 classical 17 random 0.26 0.10 0.04 0.02 0.12 21 160 6 68 47
binomial_5_3_4_6 F4 16 random 0.04 0.03 0.02 0.00 0.00 5 10 5 25 5
hfe_segers classical 29 random 18.28 1.10 0.51 8.45 8.48 42 192 5 697 522
solotarevh F4 10 perturbation 0.04 0.02 0.02 0.00 0.01 6 23 5 63 14
binomial_8_4_8_9 classical 9 random 0.10 0.07 0.04 0.01 0.01 9 18 7 35 25
katsuran3 classical 26 perturbation 0.03 0.02 0.01 0.00 0.00 4 16 3 5 1
dessin2h F4 16 random 3.57 0.04 0.02 0.52 2.79 90 2838 7 3884 586
katsuran8 classical 10 perturbation 20.62 0.77 0.36 0.35 19.35 74 6823 8 381 307
fabrice24h classical 17 perturbation 32.02 0.68 0.36 0.64 30.50 102 3831 8 606 504
cyclicn4-simple classical 14 perturbation 0.03 0.01 0.01 0.00 0.00 7 30 6 12 5
katsuran2 classical 0 static 0.01 0.00 0.00 0.00 0.00 2 5 2 2 0
r6_2_2 F4 5 random 0.26 0.03 0.02 0.08 0.11 39 498 7 510 236
econ3 F4 20 perturbation 0.02 0.01 0.01 0.00 0.00 3 9 2 2 0
solotarevh F4 15 perturbation 0.04 0.02 0.02 0.00 0.01 6 23 5 63 14
solotarev F4 25 perturbation 0.04 0.02 0.01 0.01 0.01 7 36 3 79 15
katsuran4-simple F4 19 perturbation 0.04 0.02 0.01 0.00 0.01 7 49 4 60 12
czapor87_1h classical 7 random 0.16 0.08 0.04 0.01 0.05 12 156 5 30 18
bench1 F4 20 perturbation 34.86 0.56 0.26 18.59 14.60 105 5876 4 12941 2266
cyclicn5-simple F4 1 random 0.36 0.06 0.03 0.12 0.14 20 232 8 575 157
dessin1 F4 13 random 0.81 0.00 0.00 0.08 0.66 39 1385 5 844 105
katsuranh3 classical 8 perturbation 0.03 0.02 0.01 0.00 0.00 4 16 3 5 1
fmtm_non_hom F4 1 random 0.03 0.02 0.01 0.00 0.00 3 6 4 5 1
berth classical 10 random 0.55 0.13 0.08 0.05 0.34 3 111 26 69 40
reimer5 classical 16 perturbation 877.25 12.98 3.21 238.69 623.16 25 1421 10 3469 2942
uteshev_bikker classical 5 perturbation 0.28 0.08 0.05 0.01 0.17 17 519 7 44 27
wu90h classical 17 random 5.29 0.25 0.13 0.70 4.22 43 676 12 421 319
reimer5h classical 21 random 56.38 1.36 0.49 2.02 52.67 88 14258 13 745 566
katsuran6-simple classical 25 random 0.51 0.09 0.04 0.02 0.36 22 528 6 70 48
cyclicnh2 F4 9 perturbation 0.01 0.00 0.00 0.00 0.00 2 4 2 0 0
r8_2_2_h classical 22 perturbation 41.30 0.92 0.44 1.29 38.84 128 5195 9 779 651
binomial_5_3_5_5 F4 7 random 0.06 0.03 0.02 0.00 0.01 8 16 6 56 23
fmtm F4 6 random 0.04 0.03 0.01 0.00 0.01 8 16 7 53 13
katsuranh2 classical 13 perturbation 0.03 0.02 0.01 0.00 0.00 2 5 2 2 0
czapor87_2h classical 10 perturbation 0.11 0.04 0.03 0.01 0.05 12 180 5 30 18
solotarev F4 14 random 0.06 0.02 0.01 0.01 0.02 5 35 5 114 17
schiele classical 26 random 0.03 0.02 0.01 0.00 0.00 2 6 2 2 0
r6_2_2 F4 4 random 0.26 0.03 0.02 0.07 0.11 39 498 7 510 236
roseh classical 12 perturbation 6.50 0.45 0.26 1.75 4.14 15 432 21 603 483
katsuranh8 F4 10 perturbation 6.83 0.07 0.04 0.28 6.04 74 6823 8 2957 470
econh3 classical 19 perturbation 0.02 0.01 0.01 0.00 0.00 4 11 4 5 1
roseh classical 14 random 0.26 0.08 0.05 0.02 0.14 21 616 17 59 36
extcyc5 classical 7 perturbation 30.46 0.88 0.37 0.94 28.38 102 6728 10 663 498
bench2 F4 3 perturbation 10.38 0.27 0.13 5.84 3.93 68 1330 4 5623 848
fmtm classical 12 perturbation 0.05 0.03 0.02 0.00 0.00 8 16 7 15 7
binomial_5_3_4_4 classical 0 perturbation 0.04 0.02 0.01 0.00 0.00 11 22 7 27 16
r7_2_2 F4 5 perturbation 0.77 0.04 0.02 0.24 0.38 67 1487 8 1056 488
jcf26 classical 6 random 300.74 9.55 2.06 49.72 235.51 53 1121 8 1103 746
katsuranh3 classical 26 random 0.04 0.03 0.01 0.00 0.00 4 16 3 5 1
redcyc6 F4 26 perturbation 2.09 0.12 0.07 0.48 1.31 21 493 6 1979 328
berth F4 3 perturbation 0.61 0.04 0.03 0.01 0.52 3 111 26 497 17
binomial_8_4_8_9 classical 29 random 0.11 0.07 0.04 0.01 0.01 9 18 7 39 25
bench2h F4 6 random 8.30 0.05 0.02 3.08 4.58 257 5379 10 9143 2362
assur44 F4 25 perturbation 17.51 0.24 0.09 6.85 9.61 67 3607 4 5654 1152
binomial_8_4_8_9 F4 27 random 0.07 0.04 0.02 0.01 0.01 14 28 7 170 56
r6_2_2 F4 5 perturbation 0.25 0.03 0.02 0.07 0.11 39 498 7 510 236
cyclicn5-simple classical 16 perturbation 0.47 0.08 0.05 0.05 0.31 20 232 8 113 75
bench2 F4 1 random 5.46 0.12 0.05 3.64 1.48 86 1487 4 3661 1044
cyclicnh3 classical 19 perturbation 0.02 0.01 0.01 0.00 0.00 3 8 3 3 0
weispfenning94 classical 0 random 0.34 0.11 0.06 0.02 0.19 12 436 10 52 28
binomial_5_3_4_4 classical 2 random 0.05 0.03 0.01 0.00 0.00 11 22 7 27 16
r7_2_2_h classical 11 perturbation 5.55 0.34 0.20 0.29 4.82 67 1487 8 339 272
econ3 F4 19 random 0.03 0.02 0.01 0.00 0.00 3 9 2 2 0
wu90h F4 2 random 0.32 0.03 0.02 0.05 0.20 37 625 10 687 110
cyclicn5-permut F4 15 perturbation 0.34 0.05 0.03 0.12 0.13 20 232 8 565 168
r5_2_2 classical 4 random 0.24 0.08 0.04 0.02 0.11 21 160 6 68 47
krider classical 26 perturbation 426.29 19.58 9.53 203.93 200.97 43 311 12 3091 2520
fmtmdeh classical 29 random 0.04 0.02 0.01 0.00 0.00 7 14 7 13 6
r6_2_2_h F4 22 perturbation 0.41 0.03 0.02 0.07 0.26 39 498 7 510 236
sparsesym5h F4 27 random 0.01 0.00 0.00 0.00 0.00 6 16 18 42 10
sendra F4 2 perturbation 0.11 0.01 0.01 0.00 0.08 6 216 17 161 4
r5_2_4_h F4 8 random 0.19 0.03 0.01 0.04 0.09 35 453 9 386 133
rose classical 22 perturbation 0.10 0.01 0.01 0.01 0.06 12 325 14 27 13
cyclicn4-simple classical 6 random 0.04 0.02 0.01 0.00 0.00 7 30 6 12 5
filter9 classical 29 random 518.00 23.92 9.79 183.29 307.52 53 362 12 3221 2085
f744 F4 28 perturbation 7.98 0.08 0.05 3.73 3.77 87 3932 4 3892 819
syz1 F4 19 perturbation 0.01 0.00 0.00 0.00 0.00 2 4 2 0 0
i1 classical 0 perturbation 465.56 11.71 4.20 136.20 316.02 64 3508 5 2077 1647
r7_2_2 classical 14 perturbation 5.53 0.33 0.20 0.29 4.81 67 1487 8 339 272
katsuran4-simple F4 13 perturbation 0.03 0.01 0.01 0.00 0.01 7 49 4 60 12
binomial_7_3_7_9 F4 27 perturbation 0.07 0.04 0.03 0.01 0.01 12 24 4 141 66
el44 F4 21 perturbation 336.76 1.75 0.40 36.13 296.47 10 47 2 63005 903
binomial_8_4_8_9 classical 5 random 0.13 0.08 0.04 0.01 0.02 14 28 7 56 41
assur44 F4 28 perturbation 17.56 0.24 0.09 6.89 9.63 67 3607 4 5654 1152
